"Process,Real,User,Sys"
"Sequential,3.754,3.3450000000000002,0.40300000000000002"
"1,6.0430000000000001,3.3319999999999999,0.83399999999999996"
"2,10.555999999999999,12.788,1.7290000000000001"
"4,8.4570000000000007,17.489999999999998,3.7490000000000001"
"8,13.880000000000001,19.928000000000001,44.287999999999997"



